Dealer	StockNo	VIN	NewUsed	Year	Make	Model	Style	Engine	Transmission	ExtColor	IntColor	Mileage	Price	Accessories	Comments	Images
Cars Unlimited Inc	3882a	1G3NL52F82C253418	Used	2002	Oldsmobile	Alero	GL1 4dr Sedan	2.2L 4-Cylinder	4-Speed Automatic	Sandstone	Neutral	68493	5990	Air Conditioning, AM/FM CD Audio System, Anti-theft Alarm System, Bench Rear Seat, Cloth Upholstery, Cruise Control, Daytime Running Lights, Fog Lights, Front Center Console with Storage, Headlights Dusk Sensing, Intermittent Wipers, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Rear Defogger, Remote Trunk Release, Shift Knob Leather, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Traction Control	GREAT CONDITION!  	http://66.219.133.230/cui/cui-0442_1.jpg, http://66.219.133.230/cui/cui-0442_2.jpg, http://66.219.133.230/cui/cui-0442_3.jpg, http://66.219.133.230/cui/cui-0442_4.jpg, http://66.219.133.230/cui/cui-0442_5.jpg, http://66.219.133.230/cui/cui-0442_6.jpg
Cars Unlimited Inc	CUI-0448	5NPEU46F57H161468	Used	2007	Hyundai	Sonata	Limited 4dr Sedan	3.3L 6-Cylinder	4-Speed Automatic	Steel Gray	Gray premium cloth	22408	14990	AC Climate Control, Air Filtration, Airbags Dual Front Side-mounted, Airbags Occupant Sensing Deactivation, AM/FM CD Audio System, Anti-Lock Brakes, Bench Rear Seat, Brakes - Front and Rear Disc, Bucket Front Seats, Child Safety Locks, Compass, Cruise Control, Depowered Airbags, Driver Seat Height Adjustable, External Temp, Fog Lights, Headlights Dusk Sensing, Intermittent Wipers, Low Fuel Level Indicator, Overhead Console, Power Door Locks, Power Mirrors, Power Windows, Rear Center Armrest with Storage, Rear Defogger, Rear Folding Seats, Rearview Mirror Electrochromatic, Remote Anti-theft Alarm System, Remote Trunk Release, Speed-proportional Power Steering, Stability Control, Steering Wheel Audio and Cruise Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control, Trip Computer, Universal Remote Transmitter	Moonroof!  	http://66.219.133.230/cui/cui-0448_1.jpg, http://66.219.133.230/cui/cui-0448_2.jpg, http://66.219.133.230/cui/cui-0448_3.jpg, http://66.219.133.230/cui/cui-0448_4.jpg, http://66.219.133.230/cui/cui-0448_5.jpg, http://66.219.133.230/cui/cui-0448_6.jpg, http://66.219.133.230/cui/cui-0448_7.jpg
Cars Unlimited Inc	CUI-0449	2GCEK13T251195333	Used	2005	Chevrolet	Silverado 1500	4dr Crew Cab LS 4WD SB	5.3L 8-Cylinder	4-Speed Automatic	Silver Birch Metallic	Medium Gray	22963	21490	Air Conditioning, AM/FM CD Audio System, Anti-theft Alarm System, Audio Steering Wheel Controls, Automatic Locking Hubs, Camper/Towing Package, Cloth Upholstery, Cruise Control, Daytime Running Lights, Front Center Console with Storage, Headlights Dusk Sensing, Intermittent Wipers, OnStar, Overhead Console, Power Door Locks, Power Driver Seat, Power Mirrors, Power Steering, Power Windows, Privacy Glass, Rear Defogger, Rear Folding Seats, Rearview Mirror Auto-dimming, Satellite Radio System, Split-bench Front Seats, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Trailer Hitch	Low Miles!  	http://66.219.133.230/cui/cui-0449_1.jpg, http://66.219.133.230/cui/cui-0449_2.jpg, http://66.219.133.230/cui/cui-0449_3.jpg, http://66.219.133.230/cui/cui-0449_4.jpg, http://66.219.133.230/cui/cui-0449_5.jpg, http://66.219.133.230/cui/cui-0449_6.jpg, http://66.219.133.230/cui/cui-0449_7.jpg
Cars Unlimited Inc	3931	2G4WD562751293827	Used	2005	Buick	LaCrosse	CXL 4dr Sedan	3.8L 6-Cylinder	Automatic	Cardinal Red Metallic	Ebony	45215	14990	4-Wheel ABS, AC Climate Control, AM/FM CD Audio System, AM/FM/CD Audio System, Anti-theft Alarm System, Audio Steering Wheel Controls, Bench Rear Seat, Bucket Front Seats, Chrome Wheels, Cruise Control, Daytime Running Lights, Driver Seat 8-way Power, Electrochromatic Rear View Mirror, Front Center Console with Storage, Headlights Dusk Sensing, Heated Front Seats, Intermittent Wipers, Leather Upholstery, Memory Driver Seat, Power Door Locks, Power Front Passenger Seat, Power Heated Mirrors, Power Mirrors, Power Moonroof, Power Steering, Power Windows, Rear Defogger, Rear Folding Seats, Rear Parking Sensors, Remote Trunk Release, Satellite Radio System, Steering Wheel Leather Wrapped, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control	LEATHER/MOONROOF!  	http://66.219.133.230/cui/cui-0450_1.jpg, http://66.219.133.230/cui/cui-0450_2.jpg, http://66.219.133.230/cui/cui-0450_3.jpg, http://66.219.133.230/cui/cui-0450_4.jpg, http://66.219.133.230/cui/cui-0450_5.jpg, http://66.219.133.230/cui/cui-0450_6.jpg, http://66.219.133.230/cui/cui-0450_7.jpg
Cars Unlimited Inc	3932A	1J4GW48S33C577399	Used	2003	Jeep	Grand Cherokee	Laredo 4WD 4dr SUV	4L 6-Cylinder	Automatic	Deep Lava Red Metallic	Dark Slate Gray	66505	11990	5-Speed Automatic Transmission, Air Conditioning, AM/FM CD Audio System, Automatic Locking Hubs, Cloth Upholstery, Cruise Control, Driver Seat 8-way Power, Front Center Console with Storage, Intermittent Wipers, Overhead Console, Power Door Locks, Power Mirrors, Power Retractable Mirrors, Power Steering, Power Windows, Privacy Glass, Rear Defogger, Steering Wheel Tilt Adjustable, Tachometer	LOCAL TRADE!  	http://66.219.133.230/cui/cui-0452_1.jpg, http://66.219.133.230/cui/cui-0452_2.jpg, http://66.219.133.230/cui/cui-0452_3.jpg, http://66.219.133.230/cui/cui-0452_4.jpg, http://66.219.133.230/cui/cui-0452_5.jpg, http://66.219.133.230/cui/cui-0452_7.jpg, http://66.219.133.230/cui/cui-0452_8.jpg
Ganley Bedford Imports	2334P	3VWRF71K06M701753	Used	2006	Volkswagen	Jetta	2.5 4dr Sedan	2.5L 5-Cylinder	6-Speed Automatic	Reflex Silver	Black	22521	0	Accessories - Beverage Cooler, Air Conditioning, Airbags Dual Front Side-mounted, Airbags Front and Rear Head, Airbags Occupant Sensing Deactivation, Anti-Lock Brakes, Audio System - AM/FM In-dash 6 CD Player With CD MP3 Playback, Brakes - Front and Rear Disc, Bucket Front Seats, Child Safety Locks, Chrome Grille, Cruise Control, Daytime Running Lights, Depowered Airbags, Driver Seat 2-way Power, Driver Seat Height Adjustable, Driver Seat Manual Lumbar, Electric Speed-proportional Power Steering, Front Center Console with Storage, Headlights Auto Delay Off, Intermittent Wipers, Passngr Seat Power - 2-way Power, Power Door Locks, Power Heated Mirrors, Power Mirrors, Power Outlets - 12V Front And 12V Cargo Area, Power Windows, Rear Defogger, Rear Folding Seats, Remote Anti-theft Alarm System, Remote Trunk Release, Retained Accessory Power, Signal Mirrors, Stability Control, Steering Wheel Tilt and Telescopic, Tachometer, Tie Downs, Traction Control, Trunk Light, Upholstery - Leatherette, Alloy Wheels		http://66.219.133.230/esv/esv-0447_1.jpg, http://66.219.133.230/esv/esv-0447_2.jpg, http://66.219.133.230/esv/esv-0447_3.jpg, http://66.219.133.230/esv/esv-0447_4.jpg, http://66.219.133.230/esv/esv-0447_5.jpg, http://66.219.133.230/esv/esv-0447_6.jpg, http://66.219.133.230/esv/esv-0447_7.jpg, http://66.219.133.230/esv/esv-0447_8.jpg, http://66.219.133.230/esv/esv-0447_9.jpg
Ganley Bedford Imports	2374P	JF1GG68593H807349	Used	2003	Subaru	Impreza	Outback Sport AWD 4dr Wagon	2.5L 4-Cylinder	4-Speed Automatic	Platinum Silver Metallic/Graystone Metal	Gray	53442	0	Air Conditioning, AM/FM CD Audio System, Bench Rear Seat, Center Differential - Limited Slip, Cruise Control, Daytime Running Lights, Fog Lights, Front Center Console with Storage, Intermittent Wipers, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Rear Defogger, Roof Rack, Sport Front Seats, Steering Wheel Tilt Adjustable, Tachometer, Velour Upholstery, Alloy Wheels		http://66.219.133.230/esv/esv-0464_1.jpg, http://66.219.133.230/esv/esv-0464_2.jpg, http://66.219.133.230/esv/esv-0464_3.jpg, http://66.219.133.230/esv/esv-0464_4.jpg, http://66.219.133.230/esv/esv-0464_5.jpg, http://66.219.133.230/esv/esv-0464_6.jpg, http://66.219.133.230/esv/esv-0464_7.jpg, http://66.219.133.230/esv/esv-0464_8.jpg, http://66.219.133.230/esv/esv-0464_9.jpg
Ganley Bedford Imports	2373P	3VWSK69M02M194778	Used	2002	Volkswagen	Jetta	GLS 4dr Sedan	2L 4-Cylinder	5-Speed Manual	Silver Arrow Metallic	Gray	67627	0	Air Conditioning, Airbags Front and Rear Head, Airbags Front Side-mounted, Alloy Wheels, AM/FM Cassette CD Audio System, Anti-theft Alarm System, Bucket Rear Seat, Cruise Control, Daytime Running Lights, Front Center Console with Storage, Intermittent Wipers, Power Door Locks, Power Heated Mirrors, Power Moonroof, Power Steering, Power Windows, Rear Defogger, Remote Trunk Release, Steering Wheel Tilt and Telescopic, Tachometer, Velour Upholstery		http://66.219.133.230/esv/esv-0477_1.jpg, http://66.219.133.230/esv/esv-0477_2.jpg, http://66.219.133.230/esv/esv-0477_3.jpg, http://66.219.133.230/esv/esv-0477_4.jpg, http://66.219.133.230/esv/esv-0477_5.jpg, http://66.219.133.230/esv/esv-0477_6.jpg, http://66.219.133.230/esv/esv-0477_7.jpg, http://66.219.133.230/esv/esv-0477_8.jpg, http://66.219.133.230/esv/esv-0477_9.jpg
Ganley Bedford Imports	2409T	6G2VX12G84L265035	Used	2004	Pontiac	GTO	2dr Coupe	5.7L 8-Cylinder	Manual	Quicksilver Metallic	Red	36894	0	6-Speed Manual Transmission, Air Conditioning, AM/FM In-dash 6-CD Player, Anti-theft Alarm System, Bucket Rear Seat, Cruise Control, Dash Trim Alloy, Daytime Running Lights, Driver Seat 8-way Power, Fog Lights, Front Center Console with Storage, Headlights Dusk Sensing, Intermittent Wipers, Leather Upholstery, Passenger Seat 4-way Power, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Premium Brand - Blaupunkt, Rear Defogger, Rear Differential - Limited Slip, Rear Spoiler, Remote Trunk Release, Shift Knob Leather, Sport Front Seats, Steering Wheel Audio Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control, Trip Computer		http://66.219.133.230/esv/esv-0492_1.jpg, http://66.219.133.230/esv/esv-0492_2.jpg, http://66.219.133.230/esv/esv-0492_3.jpg, http://66.219.133.230/esv/esv-0492_4.jpg, http://66.219.133.230/esv/esv-0492_5.jpg, http://66.219.133.230/esv/esv-0492_6.jpg, http://66.219.133.230/esv/esv-0492_7.jpg, http://66.219.133.230/esv/esv-0492_8.jpg, http://66.219.133.230/esv/esv-0492_9.jpg
Ganley Bedford Imports	2411P	1J4GR48K26C108543	Used	2006	Jeep	Grand Cherokee	Laredo 4dr SUV 4WD	3.7L 6-Cylinder	Automatic	Midnight Blue Pearlcoat	Medium Slate Gray cloth	21902	0	4wd Type - Full Time, Air Conditioning, Airbags Occupant Sensing Deactivation, AM/FM CD Player CD-controller, Anti-Lock Brakes, Automatic Locking Hubs, Brakes - Front and Rear Disc, Braking Assist, Bucket Front Seats, Cargo Area Light, Child Safety Locks, Cloth Upholstery, Compass, Cruise Control, Depowered Airbags, Driver Seat 8-way Power, Driver Seat Height Adjustable, Driver Seat Manual Lumbar, Engine Immobilizer, Front Center Console with Storage, Intermittent Wipers, Liftgate Manual Flip-up Window, Power Door Locks, Power Mirrors, Power Outlets - 12V Front, Power Steering, Power Windows, Privacy Glass, Rear Defogger, Rear Folding Seats, Rear Liftgate Door, Rear Window Wiper, Retained Accessory Power, Roof Rack, Split-bench Rear Seat, Stability Control, Steering Wheel Ctrl - Cruise Controls, Steering Wheel Tilt Adjustable, Traction Control, Trip Computer		http://66.219.133.230/esv/esv-0493_1.jpg, http://66.219.133.230/esv/esv-0493_2.jpg, http://66.219.133.230/esv/esv-0493_3.jpg, http://66.219.133.230/esv/esv-0493_4.jpg, http://66.219.133.230/esv/esv-0493_5.jpg, http://66.219.133.230/esv/esv-0493_6.jpg, http://66.219.133.230/esv/esv-0493_7.jpg, http://66.219.133.230/esv/esv-0493_8.jpg, http://66.219.133.230/esv/esv-0493_9.jpg
Ganley Bedford Imports	2439P	1YVFP80C865M11330	Used	2006	Mazda	MAZDA6	i 4dr Sedan	2.3L 4-Cylinder	Automatic	Glacier Silver Metallic	Gray cloth	22216	0	40-60 Split Bench Rear Seat, Air Conditioning, Air Filtration, Airbags Occupant Sensing Deactivation, AM/FM CD Player CD-controller, Anti-Lock Brakes, Brakes - Front and Rear Disc, Bucket Front Seats, Child Safety Locks, Cloth Upholstery, Cruise Control, Depowered Airbags, Driver Seat Height Adjustable, Engine Immobilizer, External Temp, Front Center Console with Storage, Headlights Auto Delay Off, Intermittent Wipers, Low Fuel Level Indicator, Overhead Console, Power Door Locks, Power Mirrors, Power Outlets - 12V Front, Power Windows, Reading Lights, Rear Center Armrest with Storage, Rear Defogger, Rear Folding Seats, Remote Trunk Release, Retained Accessory Power, Speed-proportional Power Steering, Steering Wheel Audio and Cruise Ctrls, Steering Wheel Tilt and Telescopic, Tachometer, Traction Control, Trunk Light		http://66.219.133.230/esv/esv-0509_1.jpg, http://66.219.133.230/esv/esv-0509_2.jpg, http://66.219.133.230/esv/esv-0509_3.jpg, http://66.219.133.230/esv/esv-0509_4.jpg, http://66.219.133.230/esv/esv-0509_5.jpg, http://66.219.133.230/esv/esv-0509_6.jpg, http://66.219.133.230/esv/esv-0509_7.jpg, http://66.219.133.230/esv/esv-0509_8.jpg, http://66.219.133.230/esv/esv-0509_9.jpg
Ganley Bedford Imports	2422T	1B3EL36X33N609174	Used	2003	Dodge	Stratus	SE 4dr Sedan	2.4L 4-Cylinder	Automatic	Stone White Clearcoat	Dark Slate Gray	63154	0	Air Conditioning, AM/FM Cassette Audio System, Bench Rear Seat, Cruise Control, Front Center Console with Storage, Intermittent Wipers, Power Door Locks, Power Steering, Power Windows, Rear Defogger, Remote Trunk Release, Steering Wheel Tilt Adjustable, Tachometer, Trip Computer, Velour Upholstery		http://66.219.133.230/esv/esv-0510_1.jpg, http://66.219.133.230/esv/esv-0510_2.jpg, http://66.219.133.230/esv/esv-0510_3.jpg, http://66.219.133.230/esv/esv-0510_4.jpg, http://66.219.133.230/esv/esv-0510_5.jpg, http://66.219.133.230/esv/esv-0510_6.jpg, http://66.219.133.230/esv/esv-0510_7.jpg, http://66.219.133.230/esv/esv-0510_8.jpg, http://66.219.133.230/esv/esv-0510_9.jpg
Ganley Bedford Imports	2431T	1FMYU02113KC75491	Used	2003	Ford	Escape	XLS Popular Fwd 4dr SUV	3L 6-Cylinder	Automatic	Red Fire Clearcoat Metallic	Medium/Dark Pebble	39985	0	Air Conditioning, AM/FM CD Audio System, Bench Rear Seat, Cruise Control, Front Center Console with Storage, Intermittent Wipers, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Rear Defogger, Roof Rack, Steering Wheel Tilt Adjustable, Tachometer, Velour Upholstery		http://66.219.133.230/esv/esv-0519_1.jpg, http://66.219.133.230/esv/esv-0519_2.jpg, http://66.219.133.230/esv/esv-0519_3.jpg, http://66.219.133.230/esv/esv-0519_4.jpg, http://66.219.133.230/esv/esv-0519_5.jpg, http://66.219.133.230/esv/esv-0519_6.jpg, http://66.219.133.230/esv/esv-0519_7.jpg, http://66.219.133.230/esv/esv-0519_8.jpg, http://66.219.133.230/esv/esv-0519_9.jpg
Ganley Bedford Imports	2443P	JM3LW28J120303254	Used	2002	Mazda	MPV	ES 4dr Minivan	3L 6-Cylinder	Automatic	Shimmering Sand	Beige	42721	0	Air Conditioning, Airbags Front Side-mounted, AM/FM Cassette CD Audio System, Anti-theft Alarm System, Cruise Control, Driver Seat 8-way Power, Fog Lights, Front Center Console with Storage, Intermittent Wipers, Leather Upholstery, Power Door Locks, Power Mirrors, Power Moonroof, Power Steering, Power Windows, Privacy Glass, Rear Captain s Chairs, Rear Defogger, Side Door Type - Power Sliding Side Door, Steering Wheel Audio Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Thirdrow Bench Seat, Traction Control		http://66.219.133.230/esv/esv-0520_1.jpg, http://66.219.133.230/esv/esv-0520_2.jpg, http://66.219.133.230/esv/esv-0520_3.jpg, http://66.219.133.230/esv/esv-0520_4.jpg, http://66.219.133.230/esv/esv-0520_5.jpg, http://66.219.133.230/esv/esv-0520_6.jpg, http://66.219.133.230/esv/esv-0520_7.jpg, http://66.219.133.230/esv/esv-0520_8.jpg, http://66.219.133.230/esv/esv-0520_9.jpg
Ganley Bedford Imports	2438P	1B3ES26C74D619174	Used	2004	Dodge	Neon	SE 4dr Sedan	2L 4-Cylinder	Automatic	Flame Red Clearcoat	Dark Slate Gray	45861	0	Air Conditioning, AM/FM Cassette Audio System, Bench Rear Seat, Front Center Console with Storage, Intermittent Wipers, Power Steering, Rear Defogger, Remote Trunk Release, Steering Wheel Tilt Adjustable, Velour Upholstery		http://66.219.133.230/esv/esv-0521_1.jpg, http://66.219.133.230/esv/esv-0521_2.jpg, http://66.219.133.230/esv/esv-0521_3.jpg, http://66.219.133.230/esv/esv-0521_4.jpg, http://66.219.133.230/esv/esv-0521_5.jpg, http://66.219.133.230/esv/esv-0521_6.jpg, http://66.219.133.230/esv/esv-0521_7.jpg, http://66.219.133.230/esv/esv-0521_8.jpg, http://66.219.133.230/esv/esv-0521_9.jpg
Ganley Bedford Imports	2473P	KNALD124845036063	Used	2004	Kia	Amanti	4dr Sedan	3.5L 6-Cylinder	Automatic	Brown	Gray	22658	0	Air Conditioning, Airbags Front and Rear Head, Airbags Front and Rear Side-mounted, AM/FM Cassette CD Audio System, Anti-theft Alarm System, Bench Rear Seat, Cruise Control, Dash Trim Wood, Driver Seat 8-way Power, Fog Lights, Front Center Console with Storage, Heated Mirrors, Intermittent Wipers, Leather Seats, Overhead Console, Passenger Seat 4-way Power, Power Door Locks, Power Driver Seat w/Memory, Power Steering, Power Windows, Rear Defogger, Remote Trunk Release, Shift Knob Leather, Steering Wheel Audio Ctrls, Steering Wheel Leather Wrapped, Steering Wheel Tilt Adjustable, Tachometer, Trip Computer		http://66.219.133.230/esv/esv-0542_1.jpg, http://66.219.133.230/esv/esv-0542_2.jpg, http://66.219.133.230/esv/esv-0542_3.jpg, http://66.219.133.230/esv/esv-0542_4.jpg, http://66.219.133.230/esv/esv-0542_5.jpg, http://66.219.133.230/esv/esv-0542_6.jpg, http://66.219.133.230/esv/esv-0542_7.jpg, http://66.219.133.230/esv/esv-0542_8.jpg, http://66.219.133.230/esv/esv-0542_9.jpg
Ganley Bedford Imports	2468P	3C4FY58B75T627469	Used	2005	Chrysler	PT Cruiser	Touring 4dr Wagon	2.4L 4-Cylinder	Automatic	Black Clearcoat	Dark Slate Gray	32635	0	Air Conditioning, AM/FM CD Audio System, Bucket Front Seats, Cruise Control, Front Center Console with Storage, Intermittent Wipers, Power Door Locks, Power Mirrors, Power Steering, Power Windows, Rear Defogger, Rear Folding Seats, Rear Window Wiper, Steering Wheel Tilt Adjustable, Tachometer, Velour Upholstery		http://66.219.133.230/esv/esv-0543_1.jpg, http://66.219.133.230/esv/esv-0543_2.jpg, http://66.219.133.230/esv/esv-0543_3.jpg, http://66.219.133.230/esv/esv-0543_4.jpg, http://66.219.133.230/esv/esv-0543_5.jpg, http://66.219.133.230/esv/esv-0543_6.jpg, http://66.219.133.230/esv/esv-0543_7.jpg, http://66.219.133.230/esv/esv-0543_8.jpg, http://66.219.133.230/esv/esv-0543_9.jpg
